image,healthy,scab,frog_eye_leaf_spot,rust,complex,powdery_mildew
80ffcfe49bc0a6a0.jpg,0,0,1,0,0,0
8110a4d859b7f8fe.jpg,0,0,1,0,0,0
811598a55ef8297f.jpg,1,0,0,0,0,0
8116dfcc0ccf6636.jpg,0,0,1,0,1,0
811b2bd335e9cb16.jpg,1,0,0,0,0,0
811f8189e9cb2bfa.jpg,0,1,0,0,0,0
8125cbde3f2181d7.jpg,1,0,0,0,0,0
812a9ac1796bf5c3.jpg,1,0,0,0,0,0
812b87c3326c97bb.jpg,0,0,0,1,0,0
812e5f86f61ec31c.jpg,1,0,0,0,0,0
812e97758e92c9b6.jpg,0,0,1,0,0,0
81352f0c4c5efa9b.jpg,0,0,0,0,0,1
813b28597df0abd2.jpg,1,0,0,0,0,0
813d9f9036df9688.jpg,0,0,1,0,0,0
813fcb087e9b32e2.jpg,0,1,0,0,0,0
813fe22dc37e4750.jpg,1,0,0,0,0,0
81405ffffafcc020.jpg,0,1,0,0,0,0
81472f8f6acad7c0.jpg,0,0,1,0,0,0
81473fd07c97c433.jpg,0,1,0,0,0,0
8152cfbd5a28b5d2.jpg,0,0,0,1,0,0
81562be0a93f55f4.jpg,0,0,0,0,1,0
8158a7b8c3b16a77.jpg,0,0,0,0,0,1
815e75d0d82f0fca.jpg,0,0,0,0,0,1
8161733dfc3c1c65.jpg,0,0,0,1,0,0
8165a5c5a7583d76.jpg,0,1,0,0,0,0
816b93c24a07f6de.jpg,1,0,0,0,0,0
816d69d2153fe84b.jpg,1,0,0,0,0,0
816d8555e2b45e37.jpg,0,1,0,0,0,0
816f6df104967aaa.jpg,0,0,1,0,0,0
81711f836c3e2d2f.jpg,0,0,1,0,0,0
817127c56f87c3c5.jpg,0,0,1,0,0,0
8176d36be18d6133.jpg,0,1,0,0,0,0
817c36d1603f75b2.jpg,0,0,0,0,1,0
817c6e35291fa11f.jpg,0,0,1,0,0,0
817e97dad0c33ae0.jpg,0,1,0,0,0,0
817f9181f93ef288.jpg,0,1,0,0,0,0
8181321fe6f2cf27.jpg,0,0,1,0,0,0
8181f51ede75ca23.jpg,0,0,1,0,0,0
818209afc56f2fdc.jpg,0,1,0,0,0,0
8182cdbe52686ebd.jpg,0,1,1,0,1,0
8185e94b5a4b5f0f.jpg,0,1,0,0,0,0
8186c8fe2a1f3b39.jpg,1,0,0,0,0,0
818789d9d752247f.jpg,0,1,1,0,0,0
8187ff5f8d687022.jpg,0,0,1,0,0,0
8189697c4f3fd624.jpg,0,0,0,0,1,0
818a15d52bb75f0e.jpg,1,0,0,0,0,0
818a4bcfdb78385c.jpg,0,0,0,0,1,0
818ad34b7a6ab59c.jpg,1,0,0,0,0,0
818bba9d38f8bc54.jpg,1,0,0,0,0,0
818d272194737ebe.jpg,0,1,0,0,0,0
818f565c8eabd724.jpg,0,0,1,0,0,0
818f5a94394beb4e.jpg,0,1,0,0,0,0
81913ad253daf3b1.jpg,0,1,0,0,0,0
8192743f44f1d9ad.jpg,0,0,0,0,0,1
81935a3879e1f68e.jpg,1,0,0,0,0,0
8193ea38ede4e586.jpg,0,1,1,0,0,0
8196e2d8b66ed721.jpg,0,0,0,1,0,0
819a123b5a157ff2.jpg,1,0,0,0,0,0
819a69e3eb4e1b4c.jpg,0,0,0,1,0,0
819c8fd2754f526c.jpg,1,0,0,0,0,0
819ccb788637f0d3.jpg,0,1,0,0,0,0
819d7d91a7f81664.jpg,0,0,1,0,0,0
819e1fd0933b4f43.jpg,0,0,0,1,0,0
819e2f789d61e1cc.jpg,0,1,0,0,0,0
819e38358d32cf2f.jpg,1,0,0,0,0,0
819f1fa0e0a1f774.jpg,0,1,1,0,0,0
81a063b69c99ed9e.jpg,0,0,0,1,0,0
81a0bf90db97946e.jpg,1,0,0,0,0,0
81a1ca9c95b9d9d9.jpg,0,0,0,0,1,0
81a1d3d74b4e746c.jpg,0,1,0,0,0,0
81a2b7d5aa80dd3e.jpg,0,0,1,0,0,0
81a38b724bf23e93.jpg,0,1,0,0,0,0
81a3b719b6c2b4da.jpg,0,0,0,0,0,1
81a47739c906bda7.jpg,0,0,1,0,0,0
81a4b61d186f2dd7.jpg,0,0,0,1,0,0
81a54bd49ac7fa4a.jpg,0,1,0,0,0,0
81a569f5e71b3213.jpg,1,0,0,0,0,0
81a631b35d2730fb.jpg,0,0,0,0,1,0
81a63d7ef8245a72.jpg,0,0,0,0,0,1
81a8f5d54427c87f.jpg,0,1,0,0,0,0
81aa353e9416cafe.jpg,0,1,0,0,0,0
81aba2e1c0f7fce0.jpg,0,1,1,0,0,0
81ac5556de2a3ed2.jpg,0,0,0,0,0,1
81ad1d4bed8b20fa.jpg,0,0,0,0,1,0
81ad7be53c567052.jpg,0,1,0,0,0,0
81ae4e721bc9277a.jpg,1,0,0,0,0,0
81b09bc35d29cb67.jpg,0,1,1,0,0,0
81b17182cf9327db.jpg,0,1,0,0,0,0
81b23de294969e6e.jpg,0,1,0,0,0,0
81b331e1c1720fdf.jpg,1,0,0,0,0,0
81b3556b9595ab4c.jpg,0,0,0,1,0,0
81b3f17d0c24ff03.jpg,1,0,0,0,0,0
81b4639b9c72790f.jpg,0,0,0,1,0,0
81b497c66e6670b5.jpg,0,0,1,1,0,0
81b52bcb5295bb68.jpg,0,1,0,0,0,0
81b61a9974673bcc.jpg,1,0,0,0,0,0
81b637c03de1f899.jpg,1,0,0,0,0,0
81b74b16fc89f80e.jpg,1,0,0,0,0,0
81b74d197aec78d0.jpg,0,0,1,0,0,0
81b9928b4a656ff4.jpg,0,1,0,0,0,0
81bbd2fa8fd04c94.jpg,0,1,0,0,0,0
81bc253f7d07782a.jpg,0,1,0,0,0,0
81bda79ad21bc11d.jpg,0,1,0,0,0,0
81be3593928bb798.jpg,0,0,1,0,0,0
81be67b578246ba8.jpg,0,0,0,0,0,1
81bee66560af6943.jpg,0,0,1,0,0,0
81bf24c79372651d.jpg,0,1,0,0,0,0
81bff2bd0a418cd5.jpg,0,1,0,0,0,0
81c07c3d5bc3e275.jpg,0,0,0,0,0,1
81c0edfce2eab701.jpg,0,0,1,0,0,0
81c303afa7d2c3ea.jpg,1,0,0,0,0,0
81c36e378473c93e.jpg,0,0,0,0,0,1
81c56385cf38df19.jpg,0,1,0,0,0,0
81c591c9a78d9d37.jpg,0,1,0,0,0,0
81c6390de497ce3b.jpg,0,0,0,0,0,1
81c6cacef9340f35.jpg,1,0,0,0,0,0
81c6cfc6c8dc9ad8.jpg,1,0,0,0,0,0
81c8d2be1abfaa92.jpg,0,0,1,0,0,0
81c973b7464f46f0.jpg,0,1,0,0,0,0
81c97e70bcc6f183.jpg,0,0,1,0,0,0
81c97ef498cc87c3.jpg,0,0,0,1,0,0
81c98f481397aff4.jpg,0,1,0,0,0,0
81ca9a717373562d.jpg,0,1,0,0,0,0
81cb3d2572b29b99.jpg,1,0,0,0,0,0
81cd303639e623bf.jpg,0,0,1,0,0,0
81cd67e6c9c1a8bc.jpg,0,1,0,0,0,0
81cd969c7d0944fb.jpg,0,0,0,1,0,0
81cf7d7854071753.jpg,1,0,0,0,0,0
81d067e2c1949fdd.jpg,0,0,1,0,0,0
81d0d0c77d4762cf.jpg,0,0,0,1,0,0
81d291cad9657d35.jpg,1,0,0,0,0,0
81d29ad1ad3ce4e6.jpg,0,1,0,0,0,0
81d2e185de0e9ece.jpg,0,0,1,0,0,0
81d53667c06db66c.jpg,0,1,0,0,0,0
81d5c3709f4e314f.jpg,0,0,0,1,0,0
81d62bf6c8856ba5.jpg,0,1,0,0,0,0
81d73f1de24626ac.jpg,0,0,0,1,0,0
81db1b3332a11b9f.jpg,1,0,0,0,0,0
81db34cf107ccbf0.jpg,0,1,0,0,0,0
81dd8ff118a370c7.jpg,0,0,0,1,0,0
81de7a236437974a.jpg,0,0,0,0,1,0
81e13ecde4a6f22a.jpg,0,1,0,0,0,0
81e18321dff63cd4.jpg,0,1,0,0,0,0
81e229bc5e2eaa2f.jpg,0,1,0,0,0,0
81e293df16992cb9.jpg,0,0,0,1,0,0
81e298f1dd872537.jpg,0,0,0,0,1,0
81e33a4dd23971b6.jpg,0,1,0,0,0,0
81e4379a04d37c9f.jpg,0,1,0,0,0,0
81e5fcf446a9270b.jpg,0,0,0,0,0,1
81e73b75d30306e9.jpg,0,0,1,0,0,0
81ea6b2592e69697.jpg,1,0,0,0,0,0
81ebc695c197b469.jpg,0,0,1,0,0,0
81ecbe9194a32b73.jpg,0,0,0,0,0,1
81ecf08e963e1f83.jpg,0,1,0,0,0,0
81eda1e9398373d2.jpg,0,0,1,0,0,0
81ee3a9d45e1f883.jpg,0,1,0,0,0,0
81ee9fb0217b14d3.jpg,0,0,0,1,1,0
81eec95c1ff22781.jpg,0,0,0,0,0,1
81ef1bc2e12da36a.jpg,0,1,1,0,1,0
81effbd16a11e062.jpg,0,1,1,0,0,0
81f0fc4b0d62e957.jpg,0,1,1,0,0,0
81f2e323c3a6be34.jpg,0,1,0,0,0,0
81f43097df3940d7.jpg,0,0,0,0,0,1
81f497994a696f16.jpg,0,1,1,0,0,0
81f5730f2b1c3731.jpg,0,0,0,1,0,0
81f86f0ff43c86d0.jpg,0,0,1,0,0,0
81f89d8d209f3f16.jpg,0,1,0,0,0,0
81f93115d0deb6a3.jpg,1,0,0,0,0,0
81f98780ca8fcaed.jpg,1,0,0,0,0,0
81fc34b140c5fb73.jpg,0,0,0,0,1,0
81fcce24b0ee5f90.jpg,0,0,0,0,0,1
81fd31ba5512e873.jpg,0,0,1,0,0,0
81fd7a861aedb380.jpg,0,0,0,0,0,1
81fe17903fb26495.jpg,0,1,0,0,0,0
81fe9b4574382c3e.jpg,0,0,0,0,1,0
81fe9bd11e09d5c1.jpg,0,1,0,0,0,0
81ff35908a9ecf81.jpg,0,0,0,0,1,0
820a7abd7594fc45.jpg,0,0,0,0,0,1
820f7781cf9be851.jpg,0,1,0,0,0,0
82157fc7bc832cca.jpg,0,0,1,0,0,0
8217561f56b0abe9.jpg,0,1,1,0,0,0
8219aa662e8fd59d.jpg,0,0,0,1,0,0
821d7a1a16fafd48.jpg,0,0,0,0,1,0
821e4129b4a67fb7.jpg,0,0,1,0,0,0
821f2e1fbf286827.jpg,0,0,0,1,0,0
8222954dabf46ad7.jpg,0,0,0,0,1,0
822b8eb73a27e8cc.jpg,0,0,1,0,0,0
82446fe37dd1558a.jpg,0,1,0,0,0,0
82493fc17237a975.jpg,0,0,1,0,0,0
8257d64da9ca6479.jpg,0,0,1,0,0,0
8258bf3ade20f4f0.jpg,1,0,0,0,0,0
825a65d0f1f523ea.jpg,0,1,0,0,0,0
82664f5a7c694d78.jpg,0,1,0,0,0,0
826c96e83790799f.jpg,1,0,0,0,0,0
8277c79e9c9ab803.jpg,0,0,0,1,0,0
82798f32ab063ecd.jpg,0,0,0,1,0,0
827b7443a69cd9a9.jpg,0,0,1,0,0,0
8282c0bddf3ecd4a.jpg,1,0,0,0,0,0
828397cdda6d5e24.jpg,0,1,0,0,0,0
828535ca4b7e2ed6.jpg,0,1,0,0,0,0
8285d6a74e973f12.jpg,0,1,0,0,0,0
828b43bebd1d9878.jpg,0,0,1,0,0,0
828d2f4a91754ddb.jpg,0,0,0,0,0,1
828f375d5e5843c9.jpg,0,0,1,0,0,0
828fc0dc4fe230f7.jpg,1,0,0,0,0,0
828fff2ad1c02be4.jpg,0,0,1,0,0,0
8290c34dad175f3b.jpg,1,0,0,0,0,0
82923f3ad03ab4f6.jpg,0,0,0,0,1,0
82924e6acf2a47ed.jpg,0,0,1,0,0,0
8292796ae6c666e5.jpg,0,0,0,0,0,1
82955edf6134b6d0.jpg,0,1,0,0,0,0
82964c6d5a54b35f.jpg,0,1,0,0,0,0
82977b4abd5b602a.jpg,0,0,1,0,0,0
8297a410aeff335a.jpg,0,1,0,0,0,0
8299723bc94df5a8.jpg,0,0,0,0,0,1
829a171f2d71c3e5.jpg,0,0,0,0,0,1
82a51a4b035f35fe.jpg,0,0,0,1,0,0
82a553db6d946e89.jpg,0,0,1,0,0,0
82aa784781369ff5.jpg,0,1,0,0,0,0
82aa92f365da31f2.jpg,0,0,0,1,0,0
82ac2520151ffb7f.jpg,1,0,0,0,0,0
82ad04966efe689d.jpg,0,1,1,0,0,0
82add70df6ab2854.jpg,0,0,0,1,0,0
82ae4a185ebdf14b.jpg,0,1,0,0,0,0
82ae73f0d9511c97.jpg,0,1,0,0,0,0
82aeb5e4582fb2aa.jpg,1,0,0,0,0,0
82b077dae06cab17.jpg,1,0,0,0,0,0
82b0bf43b916eb38.jpg,0,1,0,0,0,0
82b190dddbdb882d.jpg,0,0,0,0,0,1
82b4b4c47c2e92bf.jpg,0,0,0,0,1,0
82b632b2d96b496e.jpg,1,0,0,0,0,0
82b6f2f81183b19f.jpg,0,1,0,0,0,0
82ba3e933947b097.jpg,0,0,0,1,1,0
82bbf6da10e42d2d.jpg,0,1,0,0,0,0
82bc7fc83f52e448.jpg,0,1,0,0,0,0
82c13fd0b41f78f8.jpg,0,0,0,0,0,1
82c232bae9b36ccd.jpg,0,0,0,0,0,1
82c3830f3bd2d1db.jpg,0,0,0,0,1,1
82c4ac38f86a3d7e.jpg,0,1,0,0,0,0
82c68b8f671a9ed2.jpg,0,0,0,0,1,0
82c6a1c4de8f58bd.jpg,1,0,0,0,0,0
82c8749539643fee.jpg,0,0,0,0,1,0
82c9939dd9c3e549.jpg,1,0,0,0,0,0
82c9deec3e39d8c0.jpg,0,0,0,0,0,1
82ceb4103fb54bf8.jpg,0,1,0,0,0,0
82cf0fc4458cfd78.jpg,0,1,0,0,0,0
82d0dd9cb978e558.jpg,0,0,0,0,1,0
82d1f812afcbda13.jpg,0,0,0,0,0,1
82d2b5c148cd6aef.jpg,0,0,1,0,0,0
82d374898fc57d70.jpg,0,1,0,0,0,0
82d73f0b98618fd2.jpg,0,1,0,0,0,0
82db97c102e8cf9d.jpg,1,0,0,0,0,0
82dc2fe996bd420b.jpg,1,0,0,0,0,0
82debbead50ab814.jpg,0,1,0,0,0,0
82e654c77f662196.jpg,0,1,0,0,0,0
82e72ec6feccc288.jpg,0,1,0,0,0,0
82e73390fe15c11f.jpg,0,1,0,0,0,0
82e7979718e961a5.jpg,0,0,0,0,0,1
82ea0cf1e50f7a8b.jpg,0,0,1,0,0,0
82ec9b372f852f18.jpg,1,0,0,0,0,0
82ed3df137424aa6.jpg,0,0,0,0,0,1
82ee15ccbc7470cb.jpg,1,0,0,0,0,0
82f49a4a7b9585f1.jpg,0,0,0,1,0,0
82f4e39e8bbc3c50.jpg,0,1,0,0,0,0
82f535ab5a31a5ca.jpg,0,0,0,1,0,0
82f827917eb230db.jpg,0,1,0,0,0,0
82f90ba95b94a3ea.jpg,0,1,0,0,0,0
82fb3ecab8e0b08d.jpg,0,0,0,0,1,0
82fbc0aac897d785.jpg,0,1,0,0,0,0
82fc37c398513727.jpg,1,0,0,0,0,0
82fce728ce7078b1.jpg,0,0,1,0,0,0
82fd26291f4b4d4b.jpg,0,1,1,0,0,0
82ff47b955d07490.jpg,0,1,0,0,0,0
83099a75b92a72af.jpg,1,0,0,0,0,0
830f26cc6d3cd13e.jpg,0,0,0,1,0,0
831436bf0e15e5e9.jpg,0,0,1,0,0,0
831a34829dce73f3.jpg,0,0,0,0,0,1
831abdc76c05e23d.jpg,0,0,0,1,0,0
831b6f89dba6130e.jpg,0,1,0,0,0,0
83217f38e476ce52.jpg,0,0,0,0,0,1
83252f94f4d1d58d.jpg,0,0,1,0,0,0
83276333acf27d90.jpg,0,1,0,0,0,0
832d2ee485c5ff11.jpg,0,0,1,0,0,0
832f7e641ec74474.jpg,0,0,1,0,0,0
833192de6e1f2587.jpg,1,0,0,0,0,0
8331947e0f0d279f.jpg,0,1,0,0,0,0
8331a17fb86a156b.jpg,0,1,0,0,0,0
8335e5c34fc217b8.jpg,0,0,1,0,0,0
833857d06e6991f6.jpg,1,0,0,0,0,0
833857eaa14738e7.jpg,0,1,0,0,0,0
8338c71c78437ee5.jpg,0,0,0,0,0,1
833c97cd34eb4526.jpg,1,0,0,0,0,0
833caa43cd6a56b6.jpg,0,0,0,0,1,0
833cad8178db251f.jpg,1,0,0,0,0,0
833d6ba883f31f84.jpg,0,1,0,0,0,0
83427bb785643e99.jpg,0,0,0,1,0,0
8343cf687cef0706.jpg,0,1,0,0,0,0
8347d2cc8ac2977d.jpg,0,1,0,0,0,0
834cd3923a567aec.jpg,0,0,0,0,0,1
834d32adb95cd89a.jpg,0,1,0,0,0,0
8355b86a956bd16a.jpg,1,0,0,0,0,0
835cc7a81f853c9d.jpg,1,0,0,0,0,0
835e2f81d03fe670.jpg,0,0,0,0,1,0
83617ea4e8cee8ac.jpg,0,1,0,0,0,0
8362b3c58f996c65.jpg,0,1,0,0,0,0
8362d12d4ddc387d.jpg,1,0,0,0,0,0
836c9a5fe41de431.jpg,1,0,0,0,0,0
836d1ac6ca35dd92.jpg,0,0,0,1,0,0
83705953c74517d7.jpg,0,0,0,1,0,0
8374250d6fb1966b.jpg,1,0,0,0,0,0
837449e974cb39c5.jpg,0,0,0,1,0,0
8374753cc03d5a8f.jpg,0,0,0,0,0,1
83753b8a299f4794.jpg,0,1,0,0,0,0
8376c2577ea0627a.jpg,0,1,0,0,0,0
83792db130b3b38b.jpg,1,0,0,0,0,0
837bf495000ef75c.jpg,1,0,0,0,0,0
837d3fe13082c3dc.jpg,0,0,1,0,0,0
8381347b103f7f1d.jpg,0,1,0,0,0,0
838183cd39b95b7a.jpg,0,1,0,0,0,0
8381c319657dfb68.jpg,0,0,0,1,0,0
8382d879b75e2ac5.jpg,0,0,0,0,1,1
8382e784dfe6c836.jpg,0,0,0,0,1,0
838397476a6b323d.jpg,0,0,0,1,0,0
8383c7ccb19c596b.jpg,0,0,1,0,0,0
838667499f317267.jpg,1,0,0,0,0,0
8388733b3f1c0eea.jpg,0,1,0,0,0,0
