image,labels
809795d79fc0991d.jpg,scab
8099f06ff22eb915.jpg,frog_eye_leaf_spot
809a1f3ddfe49e20.jpg,frog_eye_leaf_spot
809c3fc2796fd84a.jpg,rust
809cf0cbcf86271f.jpg,scab
809e3fc0cbac7c59.jpg,healthy
809f7a96a508f43f.jpg,frog_eye_leaf_spot
809f7a9f5af618a0.jpg,scab
80a047cd9aa9fb4f.jpg,scab
80a06ecffc53017f.jpg,frog_eye_leaf_spot
80a13fcd9a4fb14b.jpg,healthy
80a23bcea7125a7f.jpg,scab
80a2c93fd2d9655d.jpg,healthy
80a4c7f6ad9a55d8.jpg,healthy
80a5a17f5e48697d.jpg,healthy
80a63b53ff0b0bb1.jpg,complex
80a6d5c08ae6e5bf.jpg,scab
80a747d86ae9abe2.jpg,scab
80a7cecb3616b633.jpg,healthy
80a874f5fb9295d8.jpg,scab
80a9db3783f16366.jpg,complex
80aa53172b9fc78d.jpg,healthy
80aaeaaa275d5e36.jpg,healthy
80abc9d697ec22b6.jpg,healthy
80acd65fd76ac8a4.jpg,scab
80acda383e3367cd.jpg,healthy
80af5fce149ca4f4.jpg,healthy
80af63966d9272e9.jpg,healthy
80afa0c630faab7d.jpg,complex
80b075dfc24bb725.jpg,healthy
80b0b0dacf697db4.jpg,healthy
80b0c5d6d7ce83dc.jpg,rust
80b3a893ed3a2f3c.jpg,scab
80b46aea80b7dead.jpg,frog_eye_leaf_spot
80b4a4d8d2f2db5b.jpg,frog_eye_leaf_spot
80b4b62f1232e6fb.jpg,frog_eye_leaf_spot
80b6bbe5c17f098a.jpg,complex
80ba65f7c2bc17d0.jpg,scab
80bc2cd4f322babe.jpg,complex
80bc7d353e163e85.jpg,powdery_mildew
80bcfd9f60f06307.jpg,powdery_mildew
80bf1f99964852fc.jpg,scab
80bf21a07dfcf047.jpg,frog_eye_leaf_spot
80bf2381975655d7.jpg,scab
80bf2d68de485ad6.jpg,scab
80bf683dd70c3fa0.jpg,scab
80bf79836d86936c.jpg,frog_eye_leaf_spot
80c190d95bf963f6.jpg,healthy
80c23fcf63786e70.jpg,healthy
80c43018ef70fef7.jpg,scab
80c5d3895739ff50.jpg,scab
80c61d6b492d76b7.jpg,healthy
80c8caceaf7e343a.jpg,frog_eye_leaf_spot
80ca8fea677591d1.jpg,scab frog_eye_leaf_spot
80cac5abcfa9c9b4.jpg,healthy
80ce88a60dfc33fb.jpg,frog_eye_leaf_spot
80cf38907f9d631d.jpg,scab
80cf78c9370bf22e.jpg,scab
80cfef794308bf18.jpg,complex
80d32f977a83d0ea.jpg,complex
80d3d90ae89717fc.jpg,scab
80d457877e3d1cb8.jpg,complex
80d5d5567d2a2aab.jpg,frog_eye_leaf_spot
80d72f999a956d86.jpg,healthy
80d76587b00f9d5e.jpg,scab frog_eye_leaf_spot
80da389dc24f393f.jpg,rust
80dcc12cc917ef5d.jpg,healthy
80dd5ee13c50b78d.jpg,scab
80decb70b3295bb2.jpg,healthy
80df68fa0c30fd95.jpg,complex
80e0699f1d1b373d.jpg,rust
80e0754ad0ef1f1f.jpg,rust
80e0debc5a9a635d.jpg,scab
80e2c3d2afc9782f.jpg,healthy
80e39e21c97a3f87.jpg,scab
80e72f5c4dfc58e0.jpg,scab
80e73692da7da790.jpg,frog_eye_leaf_spot
80e83fd5bf0f7028.jpg,scab
80ea75af4276ad29.jpg,scab
80eb625c157374f5.jpg,frog_eye_leaf_spot
80eb96948bd68f9a.jpg,healthy
80ebf6c08f87413f.jpg,scab
80ee3116d267bae3.jpg,complex
80ef3f8fc2c0f1e0.jpg,scab frog_eye_leaf_spot
80ef45b66491e3f8.jpg,scab
80efccd95ab1256c.jpg,powdery_mildew
80f09587dfc7988e.jpg,rust
80f16ecf7844c5b5.jpg,rust
80f4549ce81eefe1.jpg,healthy
80f515f574cb609e.jpg,healthy
80f816d6cecb8b87.jpg,healthy
80f8cdc9854f756a.jpg,powdery_mildew
80fac59d5be8a0e5.jpg,complex
80fb7d79f090434b.jpg,frog_eye_leaf_spot
80fc1ee02d0b67eb.jpg,scab
80fdcd4466543b79.jpg,frog_eye_leaf_spot
80fe30e308cf2f9d.jpg,scab frog_eye_leaf_spot
80ff66cd84241ef6.jpg,scab
80ffcfe49bc0a6a0.jpg,frog_eye_leaf_spot
8110a4d859b7f8fe.jpg,frog_eye_leaf_spot
811598a55ef8297f.jpg,healthy
8116dfcc0ccf6636.jpg,frog_eye_leaf_spot complex
811b2bd335e9cb16.jpg,healthy
811f8189e9cb2bfa.jpg,scab
8125cbde3f2181d7.jpg,healthy
812a9ac1796bf5c3.jpg,healthy
812b87c3326c97bb.jpg,rust
812e5f86f61ec31c.jpg,healthy
812e97758e92c9b6.jpg,frog_eye_leaf_spot
81352f0c4c5efa9b.jpg,powdery_mildew
813b28597df0abd2.jpg,healthy
813d9f9036df9688.jpg,frog_eye_leaf_spot
813fcb087e9b32e2.jpg,scab
813fe22dc37e4750.jpg,healthy
81405ffffafcc020.jpg,scab
81472f8f6acad7c0.jpg,frog_eye_leaf_spot
81473fd07c97c433.jpg,scab
8152cfbd5a28b5d2.jpg,rust
81562be0a93f55f4.jpg,complex
8158a7b8c3b16a77.jpg,powdery_mildew
815e75d0d82f0fca.jpg,powdery_mildew
8161733dfc3c1c65.jpg,rust
8165a5c5a7583d76.jpg,scab
816b93c24a07f6de.jpg,healthy
816d69d2153fe84b.jpg,healthy
816d8555e2b45e37.jpg,scab
816f6df104967aaa.jpg,frog_eye_leaf_spot
81711f836c3e2d2f.jpg,frog_eye_leaf_spot
817127c56f87c3c5.jpg,frog_eye_leaf_spot
8176d36be18d6133.jpg,scab
817c36d1603f75b2.jpg,complex
817c6e35291fa11f.jpg,frog_eye_leaf_spot
817e97dad0c33ae0.jpg,scab
817f9181f93ef288.jpg,scab
8181321fe6f2cf27.jpg,frog_eye_leaf_spot
8181f51ede75ca23.jpg,frog_eye_leaf_spot
818209afc56f2fdc.jpg,scab
8182cdbe52686ebd.jpg,scab frog_eye_leaf_spot complex
8185e94b5a4b5f0f.jpg,scab
8186c8fe2a1f3b39.jpg,healthy
818789d9d752247f.jpg,scab frog_eye_leaf_spot
8187ff5f8d687022.jpg,frog_eye_leaf_spot
8189697c4f3fd624.jpg,complex
818a15d52bb75f0e.jpg,healthy
818a4bcfdb78385c.jpg,complex
818ad34b7a6ab59c.jpg,healthy
818bba9d38f8bc54.jpg,healthy
818d272194737ebe.jpg,scab
818f565c8eabd724.jpg,frog_eye_leaf_spot
818f5a94394beb4e.jpg,scab
81913ad253daf3b1.jpg,scab
8192743f44f1d9ad.jpg,powdery_mildew
81935a3879e1f68e.jpg,healthy
8193ea38ede4e586.jpg,scab frog_eye_leaf_spot
8196e2d8b66ed721.jpg,rust
819a123b5a157ff2.jpg,healthy
819a69e3eb4e1b4c.jpg,rust
819c8fd2754f526c.jpg,healthy
819ccb788637f0d3.jpg,scab
819d7d91a7f81664.jpg,frog_eye_leaf_spot
819e1fd0933b4f43.jpg,rust
819e2f789d61e1cc.jpg,scab
819e38358d32cf2f.jpg,healthy
819f1fa0e0a1f774.jpg,scab frog_eye_leaf_spot
81a063b69c99ed9e.jpg,rust
81a0bf90db97946e.jpg,healthy
81a1ca9c95b9d9d9.jpg,complex
81a1d3d74b4e746c.jpg,scab
81a2b7d5aa80dd3e.jpg,frog_eye_leaf_spot
81a38b724bf23e93.jpg,scab
81a3b719b6c2b4da.jpg,powdery_mildew
81a47739c906bda7.jpg,frog_eye_leaf_spot
81a4b61d186f2dd7.jpg,rust
81a54bd49ac7fa4a.jpg,scab
81a569f5e71b3213.jpg,healthy
81a631b35d2730fb.jpg,complex
81a63d7ef8245a72.jpg,powdery_mildew
81a8f5d54427c87f.jpg,scab
81aa353e9416cafe.jpg,scab
81aba2e1c0f7fce0.jpg,scab frog_eye_leaf_spot
81ac5556de2a3ed2.jpg,powdery_mildew
81ad1d4bed8b20fa.jpg,complex
81ad7be53c567052.jpg,scab
81ae4e721bc9277a.jpg,healthy
81b09bc35d29cb67.jpg,scab frog_eye_leaf_spot
81b17182cf9327db.jpg,scab
81b23de294969e6e.jpg,scab
81b331e1c1720fdf.jpg,healthy
81b3556b9595ab4c.jpg,rust
81b3f17d0c24ff03.jpg,healthy
81b4639b9c72790f.jpg,rust
81b497c66e6670b5.jpg,rust frog_eye_leaf_spot
81b52bcb5295bb68.jpg,scab
81b61a9974673bcc.jpg,healthy
81b637c03de1f899.jpg,healthy
81b74b16fc89f80e.jpg,healthy
81b74d197aec78d0.jpg,frog_eye_leaf_spot
81b9928b4a656ff4.jpg,scab
81bbd2fa8fd04c94.jpg,scab
81bc253f7d07782a.jpg,scab
81bda79ad21bc11d.jpg,scab
81be3593928bb798.jpg,frog_eye_leaf_spot
81be67b578246ba8.jpg,powdery_mildew
81bee66560af6943.jpg,frog_eye_leaf_spot
81bf24c79372651d.jpg,scab
81bff2bd0a418cd5.jpg,scab
81c07c3d5bc3e275.jpg,powdery_mildew
81c0edfce2eab701.jpg,frog_eye_leaf_spot
81c303afa7d2c3ea.jpg,healthy
81c36e378473c93e.jpg,powdery_mildew
81c56385cf38df19.jpg,scab
81c591c9a78d9d37.jpg,scab
81c6390de497ce3b.jpg,powdery_mildew
81c6cacef9340f35.jpg,healthy
81c6cfc6c8dc9ad8.jpg,healthy
81c8d2be1abfaa92.jpg,frog_eye_leaf_spot
81c973b7464f46f0.jpg,scab
81c97e70bcc6f183.jpg,frog_eye_leaf_spot
81c97ef498cc87c3.jpg,rust
81c98f481397aff4.jpg,scab
81ca9a717373562d.jpg,scab
81cb3d2572b29b99.jpg,healthy
81cd303639e623bf.jpg,frog_eye_leaf_spot
81cd67e6c9c1a8bc.jpg,scab
81cd969c7d0944fb.jpg,rust
81cf7d7854071753.jpg,healthy
81d067e2c1949fdd.jpg,frog_eye_leaf_spot
81d0d0c77d4762cf.jpg,rust
81d291cad9657d35.jpg,healthy
81d29ad1ad3ce4e6.jpg,scab
81d2e185de0e9ece.jpg,frog_eye_leaf_spot
81d53667c06db66c.jpg,scab
81d5c3709f4e314f.jpg,rust
81d62bf6c8856ba5.jpg,scab
81d73f1de24626ac.jpg,rust
81db1b3332a11b9f.jpg,healthy
81db34cf107ccbf0.jpg,scab
81dd8ff118a370c7.jpg,rust
81de7a236437974a.jpg,complex
81e13ecde4a6f22a.jpg,scab
81e18321dff63cd4.jpg,scab
81e229bc5e2eaa2f.jpg,scab
81e293df16992cb9.jpg,rust
81e298f1dd872537.jpg,complex
81e33a4dd23971b6.jpg,scab
81e4379a04d37c9f.jpg,scab
81e5fcf446a9270b.jpg,powdery_mildew
81e73b75d30306e9.jpg,frog_eye_leaf_spot
81ea6b2592e69697.jpg,healthy
81ebc695c197b469.jpg,frog_eye_leaf_spot
81ecbe9194a32b73.jpg,powdery_mildew
81ecf08e963e1f83.jpg,scab
81eda1e9398373d2.jpg,frog_eye_leaf_spot
81ee3a9d45e1f883.jpg,scab
81ee9fb0217b14d3.jpg,rust complex
81eec95c1ff22781.jpg,powdery_mildew
81ef1bc2e12da36a.jpg,scab frog_eye_leaf_spot complex
81effbd16a11e062.jpg,scab frog_eye_leaf_spot
81f0fc4b0d62e957.jpg,scab frog_eye_leaf_spot
81f2e323c3a6be34.jpg,scab
81f43097df3940d7.jpg,powdery_mildew
81f497994a696f16.jpg,scab frog_eye_leaf_spot
81f5730f2b1c3731.jpg,rust
81f86f0ff43c86d0.jpg,frog_eye_leaf_spot
81f89d8d209f3f16.jpg,scab
81f93115d0deb6a3.jpg,healthy
81f98780ca8fcaed.jpg,healthy
81fc34b140c5fb73.jpg,complex
81fcce24b0ee5f90.jpg,powdery_mildew
81fd31ba5512e873.jpg,frog_eye_leaf_spot
81fd7a861aedb380.jpg,powdery_mildew
81fe17903fb26495.jpg,scab
81fe9b4574382c3e.jpg,complex
81fe9bd11e09d5c1.jpg,scab
81ff35908a9ecf81.jpg,complex
820a7abd7594fc45.jpg,powdery_mildew
820f7781cf9be851.jpg,scab
82157fc7bc832cca.jpg,frog_eye_leaf_spot
8217561f56b0abe9.jpg,scab frog_eye_leaf_spot
8219aa662e8fd59d.jpg,rust
821d7a1a16fafd48.jpg,complex
821e4129b4a67fb7.jpg,frog_eye_leaf_spot
821f2e1fbf286827.jpg,rust
8222954dabf46ad7.jpg,complex
822b8eb73a27e8cc.jpg,frog_eye_leaf_spot
82446fe37dd1558a.jpg,scab
82493fc17237a975.jpg,frog_eye_leaf_spot
8257d64da9ca6479.jpg,frog_eye_leaf_spot
8258bf3ade20f4f0.jpg,healthy
825a65d0f1f523ea.jpg,scab
82664f5a7c694d78.jpg,scab
826c96e83790799f.jpg,healthy
8277c79e9c9ab803.jpg,rust
82798f32ab063ecd.jpg,rust
827b7443a69cd9a9.jpg,frog_eye_leaf_spot
8282c0bddf3ecd4a.jpg,healthy
828397cdda6d5e24.jpg,scab
828535ca4b7e2ed6.jpg,scab
8285d6a74e973f12.jpg,scab
828b43bebd1d9878.jpg,frog_eye_leaf_spot
828d2f4a91754ddb.jpg,powdery_mildew
828f375d5e5843c9.jpg,frog_eye_leaf_spot
828fc0dc4fe230f7.jpg,healthy
828fff2ad1c02be4.jpg,frog_eye_leaf_spot
8290c34dad175f3b.jpg,healthy
82923f3ad03ab4f6.jpg,complex
82924e6acf2a47ed.jpg,frog_eye_leaf_spot
8292796ae6c666e5.jpg,powdery_mildew
82955edf6134b6d0.jpg,scab
82964c6d5a54b35f.jpg,scab
82977b4abd5b602a.jpg,frog_eye_leaf_spot
8297a410aeff335a.jpg,scab
8299723bc94df5a8.jpg,powdery_mildew
829a171f2d71c3e5.jpg,powdery_mildew
82a51a4b035f35fe.jpg,rust
82a553db6d946e89.jpg,frog_eye_leaf_spot
82aa784781369ff5.jpg,scab
82aa92f365da31f2.jpg,rust
82ac2520151ffb7f.jpg,healthy
82ad04966efe689d.jpg,scab frog_eye_leaf_spot
82add70df6ab2854.jpg,rust
82ae4a185ebdf14b.jpg,scab
82ae73f0d9511c97.jpg,scab
82aeb5e4582fb2aa.jpg,healthy
82b077dae06cab17.jpg,healthy
82b0bf43b916eb38.jpg,scab
82b190dddbdb882d.jpg,powdery_mildew
82b4b4c47c2e92bf.jpg,complex
82b632b2d96b496e.jpg,healthy
82b6f2f81183b19f.jpg,scab
82ba3e933947b097.jpg,rust complex
82bbf6da10e42d2d.jpg,scab
82bc7fc83f52e448.jpg,scab
82c13fd0b41f78f8.jpg,powdery_mildew
82c232bae9b36ccd.jpg,powdery_mildew
82c3830f3bd2d1db.jpg,powdery_mildew complex
82c4ac38f86a3d7e.jpg,scab
82c68b8f671a9ed2.jpg,complex
82c6a1c4de8f58bd.jpg,healthy
82c8749539643fee.jpg,complex
82c9939dd9c3e549.jpg,healthy
82c9deec3e39d8c0.jpg,powdery_mildew
82ceb4103fb54bf8.jpg,scab
82cf0fc4458cfd78.jpg,scab
82d0dd9cb978e558.jpg,complex
82d1f812afcbda13.jpg,powdery_mildew
82d2b5c148cd6aef.jpg,frog_eye_leaf_spot
82d374898fc57d70.jpg,scab
82d73f0b98618fd2.jpg,scab
82db97c102e8cf9d.jpg,healthy
82dc2fe996bd420b.jpg,healthy
82debbead50ab814.jpg,scab
82e654c77f662196.jpg,scab
82e72ec6feccc288.jpg,scab
82e73390fe15c11f.jpg,scab
82e7979718e961a5.jpg,powdery_mildew
82ea0cf1e50f7a8b.jpg,frog_eye_leaf_spot
82ec9b372f852f18.jpg,healthy
82ed3df137424aa6.jpg,powdery_mildew
82ee15ccbc7470cb.jpg,healthy
82f49a4a7b9585f1.jpg,rust
82f4e39e8bbc3c50.jpg,scab
82f535ab5a31a5ca.jpg,rust
82f827917eb230db.jpg,scab
82f90ba95b94a3ea.jpg,scab
82fb3ecab8e0b08d.jpg,complex
82fbc0aac897d785.jpg,scab
82fc37c398513727.jpg,healthy
82fce728ce7078b1.jpg,frog_eye_leaf_spot
82fd26291f4b4d4b.jpg,scab frog_eye_leaf_spot
82ff47b955d07490.jpg,scab
83099a75b92a72af.jpg,healthy
830f26cc6d3cd13e.jpg,rust
831436bf0e15e5e9.jpg,frog_eye_leaf_spot
831a34829dce73f3.jpg,powdery_mildew
831abdc76c05e23d.jpg,rust
831b6f89dba6130e.jpg,scab
83217f38e476ce52.jpg,powdery_mildew
83252f94f4d1d58d.jpg,frog_eye_leaf_spot
83276333acf27d90.jpg,scab
832d2ee485c5ff11.jpg,frog_eye_leaf_spot
832f7e641ec74474.jpg,frog_eye_leaf_spot
833192de6e1f2587.jpg,healthy
8331947e0f0d279f.jpg,scab
8331a17fb86a156b.jpg,scab
8335e5c34fc217b8.jpg,frog_eye_leaf_spot
833857d06e6991f6.jpg,healthy
833857eaa14738e7.jpg,scab
8338c71c78437ee5.jpg,powdery_mildew
833c97cd34eb4526.jpg,healthy
833caa43cd6a56b6.jpg,complex
833cad8178db251f.jpg,healthy
833d6ba883f31f84.jpg,scab
83427bb785643e99.jpg,rust
8343cf687cef0706.jpg,scab
8347d2cc8ac2977d.jpg,scab
834cd3923a567aec.jpg,powdery_mildew
834d32adb95cd89a.jpg,scab
8355b86a956bd16a.jpg,healthy
835cc7a81f853c9d.jpg,healthy
835e2f81d03fe670.jpg,complex
83617ea4e8cee8ac.jpg,scab
8362b3c58f996c65.jpg,scab
8362d12d4ddc387d.jpg,healthy
836c9a5fe41de431.jpg,healthy
836d1ac6ca35dd92.jpg,rust
83705953c74517d7.jpg,rust
8374250d6fb1966b.jpg,healthy
837449e974cb39c5.jpg,rust
8374753cc03d5a8f.jpg,powdery_mildew
83753b8a299f4794.jpg,scab
8376c2577ea0627a.jpg,scab
83792db130b3b38b.jpg,healthy
837bf495000ef75c.jpg,healthy
837d3fe13082c3dc.jpg,frog_eye_leaf_spot
8381347b103f7f1d.jpg,scab
838183cd39b95b7a.jpg,scab
8381c319657dfb68.jpg,rust
8382d879b75e2ac5.jpg,powdery_mildew complex
8382e784dfe6c836.jpg,complex
838397476a6b323d.jpg,rust
8383c7ccb19c596b.jpg,frog_eye_leaf_spot
838667499f317267.jpg,healthy
8388733b3f1c0eea.jpg,scab
838937cb154772d5.jpg,scab
838cccdfac5ab470.jpg,powdery_mildew
838f3e695270d5b2.jpg,scab
838f710fe0b06db6.jpg,scab
838ff0f823db32c8.jpg,frog_eye_leaf_spot
83907e6890bc6f79.jpg,frog_eye_leaf_spot
83913a1464ed6b7b.jpg,healthy
83923a75e5c70e2e.jpg,healthy
8393326b99d9c63c.jpg,powdery_mildew complex
839464c30fca9f9e.jpg,healthy
839639e5de98514b.jpg,powdery_mildew
8398113566e47cfb.jpg,scab
8398363f163eda0e.jpg,frog_eye_leaf_spot
839883f0d5917eea.jpg,healthy
839b68005e67d5db.jpg,powdery_mildew
839b6a7a21adaf14.jpg,frog_eye_leaf_spot
839b78511eb468be.jpg,powdery_mildew
839b918b7ced00fc.jpg,healthy
839c2fcaf4c1668b.jpg,healthy
839d6e94c94d3659.jpg,rust
839e978ed69e7808.jpg,frog_eye_leaf_spot
839f36383b70463e.jpg,healthy
83a2d8f5cbe2896a.jpg,frog_eye_leaf_spot complex
83a39fdac02333cd.jpg,complex
83a56fde95254a91.jpg,scab
83a575dcba6668c8.jpg,frog_eye_leaf_spot
83a65ed1d28e9d83.jpg,healthy
83a75e2de0cb984b.jpg,rust
83a927ade483e3e4.jpg,scab
83a93e4f7132fc11.jpg,powdery_mildew
83aaebb5e1d541c8.jpg,scab
83ab2895ff4e0a6c.jpg,rust
83ac2ccacb0fd2b9.jpg,powdery_mildew
83ac643ac99dc7c9.jpg,scab frog_eye_leaf_spot
83ac6f86341ff02e.jpg,frog_eye_leaf_spot
83ac7fc02dc0ab2f.jpg,scab
83ad25b4f04178bf.jpg,scab
83adbb852cf30c36.jpg,scab
83b125f6948bf61c.jpg,frog_eye_leaf_spot
83b24a7e2acb938d.jpg,healthy
83b32ea384bf9634.jpg,scab
83b3d38f49c5b446.jpg,scab
83b4bc9ed54b5251.jpg,frog_eye_leaf_spot
83b51f60f8c5f8c2.jpg,scab
83b8d8fa6d0b3683.jpg,frog_eye_leaf_spot
83b96c056477bf11.jpg,powdery_mildew
83b998ef75212336.jpg,scab
83ba98e3ad3c6872.jpg,healthy
83bfd78dc80c2b19.jpg,rust
83c0dc1f0528febb.jpg,complex
83c12a8da497ef33.jpg,powdery_mildew
83c2939deb266572.jpg,rust
83c33e1d37c8b748.jpg,complex
83c5b3ab0bbc98c6.jpg,powdery_mildew complex
83c93bd71433247e.jpg,scab
83c96bced4dc21a9.jpg,frog_eye_leaf_spot
83cb786861cf9734.jpg,frog_eye_leaf_spot
83cbdf3a6cd03606.jpg,healthy
83cbdfdcc82c3c30.jpg,healthy
83d0cf2310be1ff1.jpg,scab
83d22479d6fcc989.jpg,powdery_mildew
83d43f4e7470c2f1.jpg,frog_eye_leaf_spot
83d867d86f14c62b.jpg,powdery_mildew
83dc6bc4a4275b2b.jpg,scab
83df7436c33b1b20.jpg,complex
83e163c3c17a1f39.jpg,healthy
83e1bc9ee0f07865.jpg,healthy
83e22f2325877c8f.jpg,frog_eye_leaf_spot
83e277c32b81b91e.jpg,complex
83e337d5618e7505.jpg,scab
83e3d2329933c5f2.jpg,scab
83e3d2369933c5d2.jpg,scab
83e534c523eebab0.jpg,healthy
83e55783c61d993a.jpg,scab
83e63d86a17b16e1.jpg,scab
83e7f58c947c4728.jpg,frog_eye_leaf_spot
83e9129f948c5de5.jpg,complex
83ec4bc2b8f36a38.jpg,powdery_mildew
83f00b3aafcab28b.jpg,powdery_mildew
83f01fde2f56a250.jpg,complex
83f03e8bcb5a483d.jpg,scab
83f23f595f88c095.jpg,scab
83f3da50f43ccc16.jpg,scab
83f4fc89de90da41.jpg,frog_eye_leaf_spot
83f6eb92b4a9a454.jpg,healthy
83f7381b7cace01c.jpg,healthy
83fc76a134125e76.jpg,complex
83fc881f7353f026.jpg,healthy
841435249ddb7377.jpg,powdery_mildew
841ec6647abf954c.jpg,scab frog_eye_leaf_spot complex
841fc1c0cf7e28de.jpg,scab
842af660beab7d0c.jpg,scab frog_eye_leaf_spot
842d4a1ef21af667.jpg,frog_eye_leaf_spot
84329a65b5ee78f0.jpg,rust
8437f01fd3d20f26.jpg,rust
844295be3789c6bb.jpg,healthy
84586bc95bd8cecc.jpg,healthy
845a05ca7f8e753a.jpg,scab
845a35eab620d1bf.jpg,powdery_mildew
845b4ea19d3259bd.jpg,complex
845d964d9f69b149.jpg,scab
845e6e3b919ed660.jpg,healthy
8461cb356f1da22f.jpg,scab
84633e4af84bbc17.jpg,scab
84692433b7d72576.jpg,healthy
846ac7970f6f0e1c.jpg,scab
846b3e706ba6698e.jpg,scab
846b97a01ebd0bbc.jpg,rust
8470b79e4a5acb2b.jpg,scab
84713e23c0d37b6e.jpg,healthy
84716ec589edc9b4.jpg,healthy
84753ec9adbe500e.jpg,scab
8476bd24bd4b89a5.jpg,healthy
8479c9d2c8f1d55c.jpg,frog_eye_leaf_spot
847b34450db547d7.jpg,scab
847f15c0fa187aab.jpg,scab
84817f0f10de57f8.jpg,scab
8481aa3fb5d073c7.jpg,rust
84823fd6f4c1e267.jpg,frog_eye_leaf_spot
84846d9648c3f77d.jpg,healthy
848671b6d92b75a6.jpg,scab
84877bc0c93f68a7.jpg,powdery_mildew
84891f984b87b7f8.jpg,healthy
848a5a93c3f9696d.jpg,scab frog_eye_leaf_spot
848c69e666cd5d5a.jpg,rust
848ccd9333e74d59.jpg,complex
848d9f9e82d18e5e.jpg,rust
848e3ebfc16fc844.jpg,frog_eye_leaf_spot
8490712d5f8fbb23.jpg,healthy
84913686ab8baf6b.jpg,scab
8492e1cd9b3a25af.jpg,scab frog_eye_leaf_spot
84936b111763f6ab.jpg,powdery_mildew
84946a83d0afdbad.jpg,frog_eye_leaf_spot
84947bc7e9688d96.jpg,healthy
84959ed96ee96c60.jpg,scab
8495b68d84e952bf.jpg,scab
849780fbfb4b2d41.jpg,complex
8499edfce222e1e1.jpg,scab
849a2c135edf7c15.jpg,scab
849a8d127bfaeb21.jpg,rust
849aef6643cd3668.jpg,powdery_mildew
849da6a19e69ec55.jpg,healthy
84a15c97cc9cff48.jpg,healthy
84a271e27b99f81d.jpg,frog_eye_leaf_spot
84a39ee15eb5419e.jpg,healthy
84a507f705587f78.jpg,healthy
84abc24a09d5bdf9.jpg,scab
